user_id,timestamp,location,amount,merchant,device
user_1,2025-09-18 18:07:21.565811,Delhi,105.45,Cafe,ios
user_1,2025-09-19 03:19:21.565811,Delhi,741.27,Grocery,ios
user_1,2025-09-19 20:29:21.565811,Delhi,993.0,Cafe,ios
user_1,2025-09-20 14:40:21.565811,Delhi,925.26,Online Store,ios
user_1,2025-09-21 04:06:21.565811,Delhi,1524.88,Cafe,ios
user_1,2025-09-21 17:59:21.565811,Delhi,1260.37,Cafe,ios
user_1,2025-09-22 00:23:21.565811,Delhi,1004.74,Grocery,ios
user_1,2025-09-22 21:00:21.565811,Delhi,1171.48,Grocery,ios
user_1,2025-09-23 00:05:21.565811,Delhi,776.24,Online Store,ios
user_1,2025-09-23 22:18:21.565811,Delhi,773.89,Grocery,ios
user_1,2025-09-24 10:17:21.565811,Delhi,855.26,Online Store,ios
user_1,2025-09-24 22:33:21.565811,Delhi,1072.38,Electronics,ios
user_1,2025-09-25 21:38:21.565811,Delhi,1211.71,Grocery,ios
user_1,2025-09-26 15:25:21.565811,Delhi,1446.41,Grocery,ios
user_1,2025-09-27 00:05:21.565811,Delhi,677.05,Grocery,ios
user_1,2025-09-27 21:24:21.565811,Delhi,1488.25,Online Store,ios
user_1,2025-09-28 15:32:21.565811,Delhi,1517.26,Electronics,ios
user_1,2025-09-28 15:52:21.565811,Delhi,1406.03,Cafe,ios
user_1,2025-09-29 12:29:21.565811,Delhi,2190.78,Cafe,ios
user_1,2025-09-30 10:11:21.565811,Delhi,72.4,Electronics,ios
user_1,2025-10-01 03:39:21.565811,Delhi,621.71,Grocery,ios
user_1,2025-10-01 14:39:21.565811,Delhi,1629.7,Cafe,ios
user_1,2025-10-02 04:28:21.565811,Delhi,1415.54,Grocery,ios
user_1,2025-10-02 13:17:21.565811,Delhi,1151.72,Grocery,ios
user_1,2025-10-03 11:58:21.565811,Delhi,1757.86,Cafe,ios
user_2,2025-08-13 16:44:21.566907,Mumbai,1327.73,Grocery,web
user_2,2025-08-13 18:18:21.566907,Mumbai,511.77,Electronics,web
user_2,2025-08-14 12:05:21.566907,Mumbai,1651.62,Grocery,web
user_2,2025-08-14 19:59:21.566907,Mumbai,1600.54,Electronics,web
user_2,2025-08-15 13:57:21.566907,Mumbai,636.69,Grocery,web
user_2,2025-08-16 10:41:21.566907,Mumbai,1423.93,Cafe,web
user_2,2025-08-16 14:31:21.566907,Mumbai,527.75,Online Store,web
user_2,2025-08-16 17:31:21.566907,Mumbai,1051.62,Electronics,web
user_2,2025-08-17 16:06:21.566907,Mumbai,1057.36,Cafe,web
user_2,2025-08-18 01:15:21.566907,Mumbai,1891.15,Electronics,web
user_2,2025-08-18 04:55:21.566907,Mumbai,1593.14,Grocery,web
user_2,2025-08-19 01:48:21.566907,Mumbai,1749.72,Online Store,web
user_2,2025-08-19 10:34:21.566907,Mumbai,693.1,Online Store,web
user_2,2025-08-19 21:15:21.566907,Mumbai,1639.84,Online Store,web
user_2,2025-08-20 08:38:21.566907,Mumbai,1656.29,Grocery,web
user_2,2025-08-21 02:46:21.566907,Mumbai,237.43,Electronics,web
user_2,2025-08-21 03:58:21.566907,Mumbai,1376.48,Grocery,web
user_2,2025-08-22 00:23:21.566907,Mumbai,552.08,Grocery,web
user_2,2025-08-22 14:57:21.566907,Mumbai,1216.86,Cafe,web
user_2,2025-08-23 05:47:21.566907,Mumbai,1396.0,Cafe,web
user_2,2025-08-23 09:30:21.566907,Mumbai,870.7,Electronics,web
user_2,2025-08-23 13:59:21.566907,Mumbai,1226.8,Cafe,web
user_2,2025-08-24 12:39:21.566907,Mumbai,1585.24,Electronics,web
user_2,2025-08-24 16:39:21.566907,Mumbai,1361.43,Cafe,web
user_2,2025-08-24 22:11:21.566907,Mumbai,692.91,Online Store,web
user_2,2025-08-25 02:13:21.566907,Mumbai,836.64,Electronics,web
user_2,2025-08-25 04:50:21.566907,Mumbai,1208.29,Online Store,web
user_2,2025-08-26 03:05:21.566907,Mumbai,1183.53,Grocery,web
user_2,2025-08-27 02:10:21.566907,Mumbai,1520.56,Electronics,web
user_2,2025-08-27 22:59:21.566907,Mumbai,751.58,Online Store,web
user_2,2025-08-28 03:08:21.566907,Mumbai,1697.32,Online Store,web
user_2,2025-08-28 05:34:21.566907,Mumbai,1628.36,Cafe,web
user_2,2025-08-28 21:13:21.566907,Mumbai,957.54,Electronics,web
user_2,2025-08-28 23:17:21.566907,Mumbai,770.06,Grocery,web
user_2,2025-08-29 19:15:21.566907,Mumbai,1053.08,Electronics,web
user_2,2025-08-29 20:08:21.566907,Mumbai,439.93,Electronics,web
user_2,2025-08-30 15:07:21.566907,Mumbai,1434.01,Online Store,web
user_2,2025-08-30 16:18:21.566907,Mumbai,1565.71,Online Store,web
user_2,2025-08-30 21:26:21.566907,Mumbai,1411.29,Grocery,web
user_2,2025-08-30 23:57:21.566907,Mumbai,742.57,Online Store,web
user_2,2025-08-31 23:48:21.566907,Mumbai,1317.79,Grocery,web
user_2,2025-09-01 23:41:21.566907,Mumbai,1652.47,Electronics,web
user_2,2025-09-02 23:20:21.566907,Mumbai,50.0,Cafe,web
user_2,2025-09-03 05:05:21.566907,Mumbai,1533.35,Grocery,web
user_2,2025-09-03 14:00:21.566907,Mumbai,1596.68,Grocery,web
user_2,2025-09-04 04:51:21.566907,Mumbai,1431.87,Electronics,web
user_2,2025-09-04 18:04:21.566907,Mumbai,817.85,Electronics,web
user_2,2025-09-05 02:59:21.566907,Mumbai,1560.12,Grocery,web
user_2,2025-09-05 22:41:21.566907,Mumbai,2047.65,Grocery,web
user_2,2025-09-06 06:28:21.566907,Mumbai,1232.19,Grocery,web
user_2,2025-09-06 23:03:21.566907,Mumbai,870.76,Online Store,web
user_2,2025-09-07 17:40:21.566907,Mumbai,419.74,Electronics,web
user_2,2025-09-08 16:29:21.566907,Mumbai,365.75,Cafe,web
user_2,2025-09-08 20:06:21.566907,Mumbai,2167.98,Online Store,web
user_2,2025-09-09 16:13:21.566907,Mumbai,1291.46,Electronics,web
user_2,2025-09-10 01:43:21.566907,Mumbai,1416.36,Cafe,web
user_2,2025-09-11 00:12:21.566907,Mumbai,1834.85,Grocery,web
user_2,2025-09-11 08:22:21.566907,Mumbai,1119.47,Electronics,web
user_2,2025-09-11 23:25:21.566907,Mumbai,2190.31,Online Store,web
user_2,2025-09-12 00:30:21.566907,Mumbai,2220.16,Online Store,web
user_2,2025-09-12 13:58:21.566907,Mumbai,1090.34,Online Store,web
user_2,2025-09-12 19:29:21.566907,Mumbai,1191.35,Electronics,web
user_2,2025-09-13 13:48:21.566907,Mumbai,1226.48,Online Store,web
user_2,2025-09-14 05:27:21.566907,Mumbai,1880.21,Electronics,web
user_2,2025-09-15 05:25:21.566907,Mumbai,1543.14,Online Store,web
user_2,2025-09-15 06:36:21.566907,Mumbai,1090.8,Electronics,web
user_2,2025-09-16 05:19:21.566907,Mumbai,2210.6,Cafe,web
user_2,2025-09-16 16:25:21.566907,Mumbai,1182.31,Cafe,web
user_2,2025-09-17 06:08:21.566907,Mumbai,1346.24,Cafe,web
user_2,2025-09-17 16:23:21.566907,Mumbai,1737.5,Cafe,web
user_2,2025-09-18 09:29:21.566907,Mumbai,1880.8,Online Store,web
user_2,2025-09-18 21:24:21.566907,Mumbai,1592.33,Cafe,web
user_2,2025-09-19 20:43:21.566907,Mumbai,2192.83,Online Store,web
user_2,2025-09-20 06:22:21.566907,Mumbai,930.58,Online Store,web
user_2,2025-09-20 11:13:21.566907,Mumbai,932.29,Electronics,web
user_2,2025-09-21 09:41:21.566907,Mumbai,1265.92,Grocery,web
user_2,2025-09-21 23:09:21.566907,Mumbai,1182.49,Grocery,web
user_2,2025-09-22 03:44:21.566907,Mumbai,1047.98,Online Store,web
user_2,2025-09-22 22:53:21.566907,Mumbai,689.3,Online Store,web
user_2,2025-09-23 05:23:21.566907,Mumbai,1077.67,Electronics,web
user_2,2025-09-23 20:50:21.566907,Mumbai,59.06,Cafe,web
user_2,2025-09-24 12:33:21.566907,Mumbai,1101.38,Electronics,web
user_2,2025-09-25 08:08:21.566907,Mumbai,1481.57,Online Store,web
user_2,2025-09-26 03:37:21.566907,Mumbai,2198.67,Electronics,web
user_2,2025-09-26 21:42:21.566907,Mumbai,459.22,Electronics,web
user_2,2025-09-27 16:57:21.566907,Mumbai,2511.44,Electronics,web
user_2,2025-09-28 02:07:21.566907,Mumbai,1156.61,Online Store,web
user_2,2025-09-28 19:41:21.566907,Mumbai,556.74,Online Store,web
user_2,2025-09-29 17:37:21.566907,Mumbai,1372.11,Grocery,web
user_2,2025-09-30 13:57:21.566907,Mumbai,1874.57,Cafe,web
user_2,2025-10-01 12:14:21.566907,Mumbai,940.14,Online Store,web
user_2,2025-10-02 08:11:21.566907,Mumbai,728.5,Cafe,web
user_2,2025-10-02 21:43:21.566907,Mumbai,1753.78,Online Store,web
user_2,2025-10-03 19:32:21.566907,Mumbai,1235.63,Online Store,web
user_2,2025-10-03 23:43:21.566907,Mumbai,815.58,Grocery,web
user_2,2025-10-04 18:49:21.566907,Mumbai,1295.74,Cafe,web
user_2,2025-10-05 05:26:21.566907,Mumbai,1060.53,Grocery,web
user_2,2025-10-05 12:51:21.566907,Mumbai,1836.01,Grocery,web
user_2,2025-10-05 23:29:21.566907,Mumbai,873.33,Electronics,web
user_2,2025-10-06 22:10:21.566907,Mumbai,525.0,Online Store,web
user_3,2025-08-13 16:38:21.567809,Delhi,1837.96,Online Store,ios
user_3,2025-08-13 17:12:21.567809,Delhi,1111.34,Grocery,ios
user_3,2025-08-14 13:08:21.567809,Delhi,1125.41,Electronics,ios
user_3,2025-08-14 19:53:21.567809,Delhi,1372.95,Grocery,ios
user_3,2025-08-15 16:41:21.567809,Delhi,1366.54,Online Store,ios
user_3,2025-08-16 09:34:21.567809,Delhi,408.43,Cafe,ios
user_3,2025-08-16 10:05:21.567809,Delhi,754.68,Electronics,ios
user_3,2025-08-16 17:06:21.567809,Delhi,2578.78,Online Store,ios
user_3,2025-08-17 11:00:21.567809,Delhi,1038.5,Cafe,ios
user_3,2025-08-17 19:17:21.567809,Delhi,393.0,Grocery,ios
user_3,2025-08-18 16:59:21.567809,Delhi,1451.6,Electronics,ios
user_3,2025-08-19 06:31:21.567809,Delhi,826.84,Online Store,ios
user_3,2025-08-19 14:02:21.567809,Delhi,1079.29,Cafe,ios
user_3,2025-08-20 03:56:21.567809,Delhi,1110.86,Grocery,ios
user_3,2025-08-20 18:18:21.567809,Delhi,1167.47,Online Store,ios
user_3,2025-08-20 23:27:21.567809,Delhi,1439.93,Grocery,ios
user_3,2025-08-21 05:41:21.567809,Delhi,1212.14,Electronics,ios
user_3,2025-08-21 06:06:21.567809,Delhi,1217.74,Online Store,ios
user_3,2025-08-21 06:29:21.567809,Delhi,1220.03,Grocery,ios
user_3,2025-08-22 03:00:21.567809,Delhi,1526.93,Grocery,ios
user_3,2025-08-22 14:59:21.567809,Delhi,134.45,Online Store,ios
user_3,2025-08-23 11:26:21.567809,Delhi,50.0,Cafe,ios
user_3,2025-08-24 07:04:21.567809,Delhi,1651.3,Cafe,ios
user_3,2025-08-24 15:57:21.567809,Delhi,403.18,Online Store,ios
user_3,2025-08-24 23:28:21.567809,Delhi,759.08,Cafe,ios
user_3,2025-08-25 12:01:21.567809,Delhi,1301.98,Grocery,ios
user_3,2025-08-26 10:49:21.567809,Delhi,1246.26,Electronics,ios
user_3,2025-08-26 13:59:21.567809,Delhi,944.29,Electronics,ios
user_3,2025-08-27 11:37:21.567809,Delhi,1303.79,Cafe,ios
user_3,2025-08-27 20:44:21.567809,Delhi,1198.95,Electronics,ios
user_3,2025-08-27 23:46:21.567809,Delhi,1328.84,Grocery,ios
user_3,2025-08-28 19:22:21.567809,Delhi,1647.53,Electronics,ios
user_3,2025-08-29 00:09:21.567809,Delhi,1050.19,Online Store,ios
user_3,2025-08-29 19:09:21.567809,Delhi,576.45,Grocery,ios
user_3,2025-08-30 07:15:21.567809,Delhi,1347.26,Cafe,ios
user_3,2025-08-30 22:40:21.567809,Delhi,1504.75,Cafe,ios
user_3,2025-08-31 10:25:21.567809,Delhi,2439.72,Electronics,ios
user_3,2025-08-31 16:21:21.567809,Delhi,1887.5,Electronics,ios
user_3,2025-09-01 01:40:21.567809,Delhi,1251.89,Online Store,ios
user_3,2025-09-01 11:20:21.567809,Delhi,1428.23,Grocery,ios
user_3,2025-09-02 05:59:21.567809,Delhi,1118.97,Online Store,ios
user_3,2025-09-02 13:06:21.567809,Delhi,1497.65,Grocery,ios
user_3,2025-09-03 06:14:21.567809,Delhi,50.0,Grocery,ios
user_3,2025-09-03 22:49:21.567809,Delhi,745.56,Cafe,ios
user_3,2025-09-04 04:54:21.567809,Delhi,512.66,Grocery,ios
user_3,2025-09-04 10:17:21.567809,Delhi,1859.0,Cafe,ios
user_3,2025-09-04 18:17:21.567809,Delhi,1134.05,Cafe,ios
user_3,2025-09-04 19:35:21.567809,Delhi,645.7,Grocery,ios
user_3,2025-09-05 03:56:21.567809,Delhi,2107.49,Cafe,ios
user_3,2025-09-06 03:02:21.567809,Delhi,1648.79,Cafe,ios
user_3,2025-09-06 19:49:21.567809,Delhi,1175.89,Electronics,ios
user_3,2025-09-07 18:46:21.567809,Delhi,1229.27,Grocery,ios
user_3,2025-09-08 16:37:21.567809,Delhi,984.73,Online Store,ios
user_3,2025-09-08 21:15:21.567809,Delhi,1046.85,Cafe,ios
user_3,2025-09-09 13:32:21.567809,Delhi,800.5,Cafe,ios
user_3,2025-09-09 17:05:21.567809,Delhi,660.14,Online Store,ios
user_3,2025-09-10 08:12:21.567809,Delhi,1305.5,Online Store,ios
user_3,2025-09-11 06:19:21.567809,Delhi,1658.46,Electronics,ios
user_3,2025-09-12 04:53:21.567809,Delhi,423.46,Grocery,ios
user_3,2025-09-12 14:23:21.567809,Delhi,1053.45,Electronics,ios
user_3,2025-09-13 02:46:21.567809,Delhi,1622.54,Online Store,ios
user_3,2025-09-13 13:52:21.567809,Delhi,854.44,Cafe,ios
user_3,2025-09-14 01:42:21.567809,Delhi,690.05,Electronics,ios
user_3,2025-09-14 06:58:21.567809,Delhi,1249.84,Grocery,ios
user_3,2025-09-15 00:13:21.567809,Delhi,840.37,Electronics,ios
user_3,2025-09-15 04:49:21.567809,Delhi,798.35,Online Store,ios
user_3,2025-09-16 04:38:21.567809,Delhi,1676.99,Electronics,ios
user_3,2025-09-16 16:48:21.567809,Delhi,1883.78,Cafe,ios
user_3,2025-09-16 19:08:21.567809,Delhi,1989.58,Cafe,ios
user_3,2025-09-17 04:59:21.567809,Delhi,811.68,Electronics,ios
